household,person,age,maritalStatus,income,female,hispanic,race,edu
1040621,5,18,Now married,3100,1,1,Hispanic,Less than High School
1040621,6,1,,,0,1,Hispanic,
1040640,1,51,Divorced,10000,1,0,Asian,Less than High School
1040862,1,37,Now married,65000,0,1,Hispanic,Some College
1040862,2,37,Now married,23000,1,0,Black,Some College
1040862,3,10,,,0,0,Black,Less than High School
1040862,4,8,,,1,1,Hispanic,Less than High School
1041025,1,47,Now married,90000,0,0,White,Advanced Degree
1041025,2,43,Now married,6500,1,0,White,High School
1041025,3,14,,,1,0,White,Less than High School
1041025,4,13,,,1,0,White,Less than High School
1041025,5,9,,,0,0,White,Less than High School
1041338,1,36,Now married,30000,0,0,White,Some College
1041338,2,38,Now married,12500,1,0,White,Less than High School
1041338,3,9,,,1,0,White,Less than High School
1041338,4,8,,,1,0,White,Less than High School
1041338,5,7,,,1,0,White,Less than High School
1041376,1,42,Now married,80000,0,0,White,Some College
1041376,2,31,Now married,32000,1,0,White,Some College
1041376,3,7,,,0,0,White,Less than High School
1041478,1,27,Never married,9100,1,1,Hispanic,Less than High School
1041478,2,9,,,1,1,Hispanic,Less than High School
1041634,1,44,Now married,43000,0,0,White,Advanced Degree
1041634,2,40,Now married,25500,1,0,White,Some College
1041634,3,15,Never married,0,1,0,White,Less than High School
1041634,4,13,,,0,0,White,Less than High School
1041634,5,5,,,0,0,White,Less than High School
1041826,1,86,Now married,1230,0,1,Hispanic,Less than High School
1041826,2,85,Now married,5000,1,1,Hispanic,Less than High School
1041826,3,37,Now married,12300,1,1,Hispanic,Less than High School
1041826,4,58,Now married,47000,0,1,Hispanic,High School
1042224,1,41,Now married,73000,0,1,Hispanic,Bachelors
1042224,2,30,Now married,31000,1,0,White,Advanced Degree
1042294,1,40,Never married,7500,1,0,White,High School
1042520,1,64,Divorced,15300,0,0,White,Some College
1042642,1,25,Never married,24000,1,1,Hispanic,Bachelors
1042778,1,62,Now married,274000,0,0,White,Bachelors
1042778,2,61,Now married,0,1,0,White,High School
1042811,1,84,Divorced,37000,0,0,White,Some College
1043136,1,54,Now married,324100,0,0,White,Advanced Degree
1043136,2,48,Now married,18000,1,0,White,Bachelors
1043136,3,17,Never married,2000,0,0,White,Less than High School
1043340,1,33,Now married,15000,0,1,Hispanic,High School
1043340,2,30,Now married,0,1,1,Hispanic,Less than High School
1043340,3,9,,,1,1,Hispanic,Less than High School
1043340,4,5,,,0,1,Hispanic,Less than High School
1043340,5,4,,,0,1,Hispanic,Less than High School
1043340,6,0,,,0,1,Hispanic,
1043667,1,36,Never married,36000,0,0,White,Some College
1043667,2,36,Divorced,200,0,0,White,Bachelors
1043731,1,71,Widowed,0,1,0,White,Some College
1043731,2,42,Now married,34000,1,0,White,Bachelors
1043731,3,62,Now married,25000,0,1,Hispanic,Less than High School
1043806,1,71,Widowed,10150,1,0,White,Less than High School
1043875,1,71,Now married,55400,0,0,White,Some College
1043875,2,70,Now married,15800,1,0,White,Some College
1043945,1,39,Now married,119000,0,0,White,Bachelors
1043945,2,40,Now married,0,1,0,White,Bachelors
1043945,3,6,,,1,0,White,Less than High School
1043945,4,2,,,1,0,White,
1043948,1,62,Divorced,21000,1,0,White,Some College
1044041,1,44,Now married,35000,0,0,White,High School
1044041,2,45,Now married,31600,1,0,White,Some College
1044041,3,16,Never married,11300,1,0,White,Less than High School
1044111,1,47,Now married,48000,0,1,Hispanic,Some College
1044111,2,46,Now married,10000,1,1,Hispanic,High School
1044111,3,12,,,0,1,Hispanic,Less than High School
1044380,1,79,Now married,5300,0,1,Hispanic,Less than High School
1044380,2,78,Now married,2600,1,1,Hispanic,Less than High School
1044624,1,61,Now married,7500,0,1,Hispanic,Less than High School
1044624,2,54,Now married,0,1,1,Hispanic,High School
1044624,3,23,Never married,16000,0,1,Hispanic,High School
1044624,4,15,Never married,0,0,1,Hispanic,Less than High School
1044793,1,63,Now married,3000,0,1,Hispanic,Less than High School
1044793,2,58,Now married,0,1,1,Hispanic,High School
1044793,3,37,Never married,24000,1,1,Hispanic,Some College
1044872,1,56,Now married,8000,0,1,Hispanic,Less than High School
1044872,2,53,Now married,7000,1,1,Hispanic,Less than High School
1044872,3,18,Never married,1800,0,1,Hispanic,High School
1044950,1,42,Now married,2900,1,1,Hispanic,Less than High School
1044950,2,16,Never married,2900,1,1,Hispanic,Less than High School
1044950,3,25,Never married,0,0,1,Hispanic,High School
1044950,4,1,,,0,1,Hispanic,
1045589,1,60,Now married,8900,0,1,Hispanic,Less than High School
1045589,2,59,Now married,4200,1,1,Hispanic,Less than High School
1045841,1,63,Now married,14400,0,1,Hispanic,Less than High School
1045841,2,58,Now married,10000,1,1,Hispanic,High School
1045880,1,63,Widowed,14140,0,1,Hispanic,High School
1045944,1,41,Never married,16100,1,0,White,High School
1045944,2,41,Divorced,21200,0,0,White,Some College
1046278,1,37,Now married,20000,0,1,Hispanic,High School
1046278,2,36,Now married,10000,1,1,Hispanic,High School
1046278,3,17,Never married,0,0,1,Hispanic,High School
1046278,4,9,,,1,1,Hispanic,Less than High School
1046278,5,8,,,0,1,Hispanic,Less than High School
1046298,1,37,Now married,15000,1,1,Hispanic,High School
1046298,2,36,Now married,25000,0,1,Hispanic,High School
1046298,3,16,Never married,0,1,1,Hispanic,Less than High School
1046298,4,14,,,1,1,Hispanic,Less than High School
1046298,5,10,,,0,1,Hispanic,Less than High School
1046521,1,40,Now married,50000,0,1,Hispanic,Bachelors
1046521,2,35,Now married,20000,1,1,Hispanic,Bachelors
1046521,3,9,,,0,1,Hispanic,Less than High School
1046521,4,6,,,1,1,Hispanic,Less than High School
1046521,5,3,,,1,1,Hispanic,Less than High School
1046540,1,45,Now married,37200,0,0,White,Bachelors
1046540,2,46,Now married,25900,1,0,White,Some College
1046542,1,26,Never married,17200,1,1,Hispanic,High School
1046639,1,53,Now married,70000,1,0,White,Advanced Degree
1046639,2,77,Now married,153700,0,0,White,Advanced Degree
1046656,1,22,Now married,14000,1,0,Other,Some College
1046656,2,23,Now married,21000,0,1,Hispanic,High School
1047039,1,70,Now married,10350,1,0,White,Less than High School
1047039,2,67,Now married,23400,0,0,White,Less than High School
1047039,3,38,Never married,13400,1,0,White,High School
1047372,1,43,Divorced,65000,0,1,Hispanic,Some College
1047372,2,18,Never married,9000,0,1,Hispanic,High School
1047446,1,52,Now married,13000,0,1,Hispanic,Less than High School
1047446,2,15,Never married,0,1,1,Hispanic,Less than High School
1047446,3,14,,,1,1,Hispanic,Less than High School
1047622,1,71,Now married,6800,0,1,Hispanic,Less than High School
1047622,2,71,Now married,3300,1,1,Hispanic,Less than High School
1047622,3,22,Never married,0,1,1,Hispanic,Less than High School
1047622,4,2,,,0,1,Hispanic,
1047648,1,60,Now married,2700,1,1,Hispanic,Less than High School
1047648,2,71,Now married,13200,0,1,Hispanic,Less than High School
1047664,1,56,Now married,60100,0,0,White,Advanced Degree
1047664,2,43,Now married,400,1,1,Hispanic,Bachelors
1047666,1,34,Never married,10200,1,1,Hispanic,Less than High School
1047666,2,36,Never married,6000,1,1,Hispanic,Less than High School
1047666,3,9,,,1,1,Hispanic,Less than High School
1047666,4,4,,,1,1,Hispanic,Less than High School
1047666,5,7,,,1,1,Hispanic,Less than High School
1047693,1,45,Now married,7200,0,1,Hispanic,Less than High School
1047693,2,47,Now married,0,1,1,Hispanic,Less than High School
1047693,3,20,Never married,1200,1,1,Hispanic,High School
1047693,4,17,Never married,1200,1,1,Hispanic,Less than High School
1047693,5,14,,,0,1,Hispanic,Less than High School
1047779,1,52,Now married,35200,0,1,Hispanic,High School
1047779,2,49,Now married,11000,1,1,Hispanic,High School
1047780,1,59,Now married,18400,0,1,Hispanic,Less than High School
1047780,2,64,Now married,0,1,1,Hispanic,High School
1047843,1,73,Widowed,20000,1,0,White,Less than High School
1048019,1,46,Now married,22000,0,1,Hispanic,High School
1048019,2,26,Now married,1400,1,1,Hispanic,Less than High School
1048019,3,7,,,1,1,Hispanic,Less than High School
1048019,4,5,,,0,1,Hispanic,Less than High School
1048033,1,57,Now married,5000,1,1,Hispanic,Less than High School
1048033,2,36,Never married,0,0,1,Hispanic,Less than High School
1048033,3,25,Never married,0,0,1,Hispanic,Less than High School
1048033,4,23,Never married,0,0,1,Hispanic,High School
1048062,1,49,Now married,40000,0,1,Hispanic,Bachelors
1048062,2,47,Now married,24000,1,1,Hispanic,Some College
1048062,3,24,Never married,6900,0,1,Hispanic,Some College
1048062,4,16,Never married,0,0,1,Hispanic,Less than High School
1048200,1,48,Now married,0,0,1,Hispanic,Less than High School
1048200,2,39,Now married,88000,1,1,Hispanic,Advanced Degree
1048200,3,2,,,0,1,Hispanic,
1048208,1,41,Divorced,2800,1,1,Hispanic,Some College
1048208,2,39,Separated,36800,1,1,Hispanic,Some College
1048208,3,68,Separated,4200,1,1,Hispanic,Less than High School
1048208,4,56,Separated,2600,1,1,Hispanic,Less than High School
1048208,5,15,Never married,0,1,1,Hispanic,Less than High School
1048208,6,14,,,0,1,Hispanic,Less than High School
1048208,7,12,,,0,1,Hispanic,Less than High School
1048208,8,7,,,1,1,Hispanic,Less than High School
1048299,1,52,Divorced,14000,1,1,Hispanic,Less than High School
1048299,2,27,Never married,15000,0,1,Hispanic,Some College
1048299,3,26,Separated,10000,1,1,Hispanic,Less than High School
1048299,4,23,Never married,5600,1,1,Hispanic,Some College
1048299,5,4,,,0,1,Hispanic,Less than High School
1048443,1,71,Now married,7800,0,1,Hispanic,Less than High School
1048443,2,60,Now married,1700,1,1,Hispanic,Less than High School
1048566,1,41,Divorced,40000,1,1,Hispanic,Some College
1048566,2,17,Never married,0,0,1,Hispanic,Less than High School
1048566,3,15,Never married,0,0,1,Hispanic,Less than High School
1048566,4,12,,,1,1,Hispanic,Less than High School
1048724,1,74,Now married,8100,0,1,Hispanic,Less than High School
1048724,2,74,Now married,3990,1,1,Hispanic,High School
1048787,1,42,Now married,41000,0,1,Hispanic,Bachelors
1048787,2,40,Now married,30050,1,1,Hispanic,Advanced Degree
1048787,3,11,,,1,1,Hispanic,Less than High School
1048787,4,9,,,0,1,Hispanic,Less than High School
1048787,5,8,,,1,1,Hispanic,Less than High School
1049200,1,64,Now married,63550,0,0,White,Advanced Degree
1049200,2,62,Now married,57000,1,0,White,Some College
1049293,1,23,Divorced,14300,1,1,Hispanic,High School
1049293,2,2,,,1,1,Hispanic,
1049315,1,40,Now married,30000,0,1,Hispanic,Bachelors
1049315,2,39,Now married,0,1,1,Hispanic,Some College
1049315,3,14,,,1,1,Hispanic,Less than High School
1049315,4,12,,,0,1,Hispanic,Less than High School
1049410,1,43,Never married,58000,0,0,White,Bachelors
1049497,1,49,Now married,47000,0,1,Hispanic,Some College
1049497,2,43,Now married,31000,1,1,Hispanic,High School
1049497,3,11,,,1,1,Hispanic,Less than High School
1049497,4,87,Widowed,5900,1,1,Hispanic,Less than High School
1049654,1,80,Widowed,10700,1,1,Hispanic,High School
1049781,1,38,Now married,27000,0,1,Hispanic,High School
1049781,2,36,Now married,0,1,1,Hispanic,Some College
1049781,3,16,Never married,0,1,1,Hispanic,Less than High School
1049781,4,12,,,1,1,Hispanic,Less than High School
1049781,5,4,,,1,1,Hispanic,Less than High School
1050006,1,31,Separated,45000,0,1,Hispanic,High School
1050062,1,67,Divorced,2300,0,0,White,Less than High School
1050124,1,78,Now married,9390,0,0,White,Less than High School
1050124,2,76,Now married,4100,1,0,White,Less than High School
1050228,1,33,Now married,13000,0,1,Hispanic,Less than High School
1050228,2,33,Now married,3230,1,1,Hispanic,Less than High School
1050228,3,12,,,1,1,Hispanic,Less than High School
1050228,4,11,,,0,1,Hispanic,Less than High School
1050228,5,7,,,1,1,Hispanic,Less than High School
1050228,6,4,,,0,1,Hispanic,Less than High School
1050266,1,40,Now married,10000,0,1,Hispanic,High School
1050266,2,40,Now married,0,1,1,Hispanic,High School
1050266,3,5,,,1,1,Hispanic,Less than High School
1050266,4,4,,,0,1,Hispanic,Less than High School
1050266,5,2,,,0,1,Hispanic,
1050418,1,25,Now married,16000,0,1,Hispanic,Less than High School
1050418,2,22,Now married,1000,1,1,Hispanic,Less than High School
1050418,3,5,,,0,1,Hispanic,Less than High School
1050418,4,1,,,1,1,Hispanic,
1050501,1,62,Now married,6000,0,1,Hispanic,Less than High School
1050501,2,64,Now married,0,1,1,Hispanic,Less than High School
1050501,3,15,Never married,0,1,1,Hispanic,Less than High School
1050501,4,42,Now married,11200,0,1,Hispanic,Less than High School
1050501,5,42,Now married,15300,1,1,Hispanic,High School
1050501,6,19,Never married,700,1,1,Hispanic,High School
1050501,7,1,,,1,1,Hispanic,
1050707,1,50,Now married,18000,0,1,Hispanic,Less than High School
1050707,2,51,Now married,0,1,1,Hispanic,Less than High School
1050707,3,29,Now married,27000,1,1,Hispanic,Advanced Degree
1050707,4,21,Never married,900,0,1,Hispanic,High School
1050855,1,25,Never married,12400,0,1,Hispanic,High School
1050855,2,17,Never married,3720,1,1,Hispanic,Less than High School
1051061,1,45,Now married,10000,0,1,Hispanic,Less than High School
1051061,2,42,Now married,0,1,1,Hispanic,Less than High School
1051061,3,12,,,0,1,Hispanic,Less than High School
1051061,4,9,,,1,1,Hispanic,Less than High School
1051061,5,6,,,0,1,Hispanic,Less than High School
1051082,1,54,Divorced,16000,0,1,Hispanic,Less than High School
1051082,2,44,Divorced,24500,1,1,Hispanic,High School
1051082,3,16,Never married,0,0,1,Hispanic,Less than High School
1051177,1,35,Now married,10980,0,1,Hispanic,Less than High School
1051177,2,32,Now married,0,1,1,Hispanic,Less than High School
1051177,3,14,,,1,1,Hispanic,Less than High School
1051177,4,10,,,0,1,Hispanic,Less than High School
1051177,5,0,,,0,1,Hispanic,
1051392,1,40,Divorced,36000,0,0,Black,Some College
1051392,2,16,Never married,0,0,0,Black,Less than High School
1051533,1,60,Now married,74500,0,0,White,Bachelors
1051533,2,59,Now married,0,1,0,White,High School
1051632,1,59,Now married,75000,0,0,White,Advanced Degree
1051632,2,57,Now married,0,1,0,White,High School
1051972,1,22,Never married,12500,0,0,White,Less than High School
1051972,2,1,,,1,0,White,
1051972,3,19,Never married,11000,1,0,White,Less than High School
1052144,1,46,Now married,45000,0,0,White,Some College
1052144,2,40,Now married,22000,1,0,White,High School
1052144,3,19,Never married,6000,0,0,White,High School
1052144,4,12,,,0,0,White,Less than High School
1052186,1,61,Now married,18000,0,0,White,Advanced Degree
1052186,2,60,Now married,0,1,0,White,High School
1052189,1,42,Now married,80500,0,0,White,Advanced Degree
1052189,2,50,Now married,4610,1,0,White,Bachelors
1052189,3,16,Never married,0,0,0,White,Less than High School
1052189,4,14,,,1,0,White,Less than High School
1052316,1,58,Now married,128000,0,0,White,Bachelors
1052316,2,59,Now married,68000,1,0,White,Advanced Degree
1052342,1,40,Divorced,46500,1,0,Black,Bachelors
1052465,1,45,Now married,28000,0,0,Black,High School
1052465,2,38,Now married,12000,1,0,Black,High School
1052465,3,7,,,0,0,Black,Less than High School
1052465,4,2,,,0,0,Black,
1052476,1,39,Now married,0,0,0,White,Less than High School
1052476,2,38,Now married,13300,1,0,White,High School
1052476,3,16,Never married,730,0,0,White,Less than High School
1052565,1,47,Now married,11000,0,0,White,High School
1052565,2,38,Now married,41600,1,0,White,Bachelors
1052565,3,15,Never married,0,0,0,White,Less than High School
1052656,1,27,Now married,15100,0,0,White,High School
1052656,2,25,Now married,27000,1,0,White,Some College
1052656,3,0,,,0,0,White,
1052856,1,29,Now married,22000,0,0,White,Less than High School
1052856,2,25,Now married,0,1,0,White,High School
1052856,3,8,,,0,0,White,Less than High School
1052876,1,79,Now married,3000,0,0,White,Less than High School
1052876,2,77,Now married,5200,1,0,White,Less than High School
1052928,1,74,Widowed,7800,0,0,White,Less than High School
1052940,1,35,Divorced,18300,1,0,White,High School
1052940,2,14,,,0,0,White,Less than High School
1052988,1,63,Now married,50900,0,0,White,High School
1052988,2,61,Now married,360,1,0,White,High School
1053017,1,66,Now married,45000,0,0,White,Advanced Degree
1053017,2,58,Now married,15600,1,0,White,Less than High School
1053069,1,60,Widowed,6000,1,0,White,Less than High School
1053156,1,41,Separated,25000,0,0,White,Some College
1053156,2,20,Never married,7000,1,0,White,High School
1053156,3,1,,,1,0,White,
1053311,1,43,Now married,14700,0,0,White,High School
1053311,2,33,Now married,8500,1,0,White,Some College
1053311,3,13,,,0,0,White,Less than High School
1053311,4,11,,,0,0,White,Less than High School
1053311,5,9,,,1,0,White,Less than High School
1053375,1,25,Never married,12000,0,0,White,Some College
1053375,2,25,Never married,7800,1,0,White,Some College
1053508,1,55,Now married,52150,0,0,White,High School
1053508,2,52,Now married,62000,1,0,White,Some College
1053516,1,28,Separated,6100,1,0,White,Less than High School
1053836,1,57,Now married,72000,0,0,White,High School
1053836,2,49,Now married,20800,1,0,White,High School
